protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
A0A182Q096,69004,E,disorder_prediction,mobidb-lite,378,412,668,Anopheles,farauti
A0A182Q1T6,69004,E,disorder_prediction,mobidb-lite,457,486,1194,Anopheles,farauti
A0A182Q2U6,69004,E,DIX domain,PF00778,30,108,572,Anopheles,farauti
A0A182Q6V4,69004,E,Serine proteases trypsin domain,PF00089,1010,1246,1252,Anopheles,farauti
A0A182QFF5,69004,E,HD domain,PF01966,54,182,440,Anopheles,farauti
A0A182QKH0,69004,E,disorder_prediction,mobidb-lite,1,78,920,Anopheles,farauti
A0A182QKN5,69004,E,disorder_prediction,mobidb-lite,827,907,1194,Anopheles,farauti
A0A182QM56,69004,E,Uncharacterized protein OS=Anopheles farauti PE=4 SV=1,CoiledCoil,28,49,811,Anopheles,farauti
A0A182QQ97,69004,E,disorder_prediction,mobidb-lite,18,37,458,Anopheles,farauti
A0A182QWK9,69004,E,CIDE-N domain,PF02017,6,79,302,Anopheles,farauti
A0A182QYF5,69004,E,Ankyrin repeat-containing domain,PF12796,296,372,977,Anopheles,farauti
A0A182R4T4,62324,E,disorder_prediction,mobidb-lite,680,778,778,Anopheles,funestus
A0A182R583,62324,E,Major facilitator superfamily,PF07690,14,416,997,Anopheles,funestus
A0A182R5D6,62324,E,Peptidase T2 asparaginase 2,PF01112,34,332,353,Anopheles,funestus
A0A182R8H3,62324,E,disorder_prediction,mobidb-lite,1,30,626,Anopheles,funestus
A0A182RCF9,62324,E,WD40 repeat,PF00400,836,868,1121,Anopheles,funestus
A0A182RMZ2,62324,E,Leucine-rich repeat,PF13855,1653,1713,1934,Anopheles,funestus
A0A182RQ43,62324,E,Peptidase S8A tripeptidyl peptidase II arthropoda,PF12583,1100,1226,1408,Anopheles,funestus
A0A182RSV5,62324,E,Sprouty,PF05210,267,368,369,Anopheles,funestus
A0A182RUL2,62324,E,Phosphatidylinositol 3-/4-kinase catalytic domain,PF00454,1458,1668,2012,Anopheles,funestus
A0A182RXD4,62324,E,High mobility group box domain,PF00505,78,146,328,Anopheles,funestus
A0A182RZ03,62324,E,Major facilitator superfamily,PF07690,67,196,203,Anopheles,funestus
A0A182SK29,74869,E,Chitin binding domain,PF01607,408,460,850,Anopheles,maculatus
A0A182T412,74869,E,DEAD2,PF06733,72,254,669,Anopheles,maculatus
A0A182T678,74869,E,Serine proteases trypsin domain,PF00089,27,191,196,Anopheles,maculatus
A0A182T6P5,74869,E,Dehydrogenase E1 component,PF00676,48,341,379,Anopheles,maculatus
A0A182T8G6,74869,E,Leucine-rich repeat,PF13855,46,103,268,Anopheles,maculatus
A0A182T9I8,74869,E,RNA polymerase II-binding domain,PF04818,75,133,1004,Anopheles,maculatus
A0A182TD46,34690,E,Forkhead-associated (FHA) domain,PF00498,181,249,1062,Anopheles,melas
A0A182TDK1,34690,E,Archease domain,PF01951,17,157,157,Anopheles,melas
A0A182TJK8,34690,E,Serine proteases trypsin domain,PF00089,56,283,293,Anopheles,melas
A0A182TK00,34690,E,Dedicator of cytokinesis C/D N-terminal,PF11878,61,155,2168,Anopheles,melas
A0A182TKX0,34690,E,Cdc37 C-terminal,PF08564,287,372,899,Anopheles,melas
A0A182TLI9,34690,E,disorder_prediction,mobidb-lite,1189,1208,1890,Anopheles,melas
A0A182TNA9,34690,E,disorder_prediction,mobidb-lite,231,266,266,Anopheles,melas
A0A182TT74,34690,E,Ankyrin repeat-containing domain,PF12796,572,651,903,Anopheles,melas
A0A182TTY7,34690,E,Pheromone/general odorant binding protein,PF01395,31,140,260,Anopheles,melas
A0A182TU51,34690,E,Small-subunit processome Utp13,PF08625,652,783,791,Anopheles,melas
A0A182TUJ7,34690,E,TatD family,PF01026,16,254,276,Anopheles,melas
A0A182TXY3,34690,E,tRNA-binding domain,PF01588,385,477,541,Anopheles,melas
A0A182U4U9,34690,E,disorder_prediction,mobidb-lite,530,551,1549,Anopheles,melas
A0A182UC17,34690,E,Mitochondrial substrate/solute carrier,PF00153,251,328,342,Anopheles,melas
A0A182UET9,34690,E,Chitin binding domain,PF01607,128,179,179,Anopheles,melas
A0A182UJ17,34690,E,Ribonuclease H2 subunit B,PF09468,17,283,285,Anopheles,melas
A0A182UL58,34690,E,ABC-2 type transporter,PF01061,284,491,500,Anopheles,melas
A0A182UQW5,30066,E,disorder_prediction,mobidb-lite,434,471,574,Anopheles,merus
A0A182URI3,30066,E,disorder_prediction,mobidb-lite,259,306,1351,Anopheles,merus
A0A182UST7,30066,E,Filamin/ABP280 repeat-like,PF00630,35,134,513,Anopheles,merus
A0A182UTR9,30066,E,ATP:guanido phosphotransferase N-terminal,PF02807,110,181,463,Anopheles,merus
A0A182UY46,30066,E,Siah interacting protein N-terminal,PF09032,41,116,272,Anopheles,merus
A0A182UZJ8,30066,E,disorder_prediction,mobidb-lite,129,187,187,Anopheles,merus
A0A182UZQ6,30066,E,Otopetrin,PF03189,246,686,707,Anopheles,merus
A0A182V7T8,30066,E,disorder_prediction,mobidb-lite,209,236,256,Anopheles,merus
A0A182VAS0,30066,E,Spectrin repeat,PF00435,420,521,2363,Anopheles,merus
A0A182VBS8,30066,E,EF-hand domain,PF13499,130,198,213,Anopheles,merus
A0A182VEG8,30066,E,disorder_prediction,mobidb-lite,494,531,655,Anopheles,merus
A0A182VIB5,30066,E,Domain of unknown function DUF1126,PF06565,419,517,674,Anopheles,merus
A0A182VS48,112268,E,Snf7 family,PF03357,18,186,220,Anopheles,minimus
A0A182VVF3,112268,E,disorder_prediction,mobidb-lite,1410,1442,1721,Anopheles,minimus
A0A182VY46,112268,E,Uncharacterized protein OS=Anopheles minimus PE=4 SV=1,LowComplexity,455,468,1578,Anopheles,minimus
A0A182W2P2,112268,E,disorder_prediction,mobidb-lite,2630,2654,3998,Anopheles,minimus
A0A182W5I0,112268,E,disorder_prediction,mobidb-lite,1560,1627,2030,Anopheles,minimus
A0A182WFF5,112268,E,GPCR family 3 C-terminal,PF00003,9,106,250,Anopheles,minimus
A0A182WHB4,112268,E,disorder_prediction,mobidb-lite,155,202,2044,Anopheles,minimus
A0A182WJV2,112268,E,Alpha-crystallin N-terminal,PF00525,19,53,192,Anopheles,minimus
A0A182WU19,34691,E,disorder_prediction,mobidb-lite,675,705,705,Anopheles,quadriannulatus
A0A182WZS1,34691,E,Toll/interleukin-1 receptor homology (TIR) domain,PF01582,1086,1186,1351,Anopheles,quadriannulatus
A0A182X1I2,34691,E,Immunoglobulin I-set,PF07679,615,678,1097,Anopheles,quadriannulatus
A0A182X5J0,34691,E,disorder_prediction,mobidb-lite,5540,5591,7171,Anopheles,quadriannulatus
A0A182XD15,34691,E,Zinc finger NF-X1-type,PF01422,810,827,1303,Anopheles,quadriannulatus
A0A182XFF2,34691,E,DM DNA-binding domain,PF00751,38,83,177,Anopheles,quadriannulatus
A0A182XHJ3,34691,E,RNA recognition motif domain,PF00076,643,707,747,Anopheles,quadriannulatus
A0A182XM06,34691,E,disorder_prediction,mobidb-lite,54,103,510,Anopheles,quadriannulatus
A0A182XMA5,34691,E,Uncharacterized protein OS=Anopheles quadriannulatus PE=4 SV=1,LowComplexity,330,345,1384,Anopheles,quadriannulatus
A0A182XUK7,34691,E,Glutathione S-transferase N-terminal,PF13417,6,82,291,Anopheles,quadriannulatus
A0A182XV70,30069,E,Protein of unknown function DUF1759,PF03564,4,66,152,Anopheles,stephensi
A0A182XZL0,30069,E,Uncharacterized protein OS=Anopheles stephensi PE=4 SV=1,LowComplexity,579,591,1722,Anopheles,stephensi
A0A182Y5K9,30069,E,Mitochondrial substrate/solute carrier,PF00153,231,319,324,Anopheles,stephensi
A0A182Y6U7,30069,E,disorder_prediction,mobidb-lite,3822,3841,5085,Anopheles,stephensi
A0A182YEF1,30069,E,Alpha-D-phosphohexomutase alpha/beta/alpha domain II,PF02879,205,298,561,Anopheles,stephensi
A0A182YF66,30069,E,disorder_prediction,mobidb-lite,452,516,850,Anopheles,stephensi
A0A182YGU7,30069,E,disorder_prediction,mobidb-lite,1711,1868,2202,Anopheles,stephensi
A0A182YH47,30069,E,disorder_prediction,mobidb-lite,1,115,359,Anopheles,stephensi
A0A182YHA5,30069,E,disorder_prediction,mobidb-lite,768,835,861,Anopheles,stephensi
A0A182YMN8,30069,E,disorder_prediction,mobidb-lite,105,139,762,Anopheles,stephensi
A0A182YNX1,30069,E,Cadherin,PF00028,777,864,2545,Anopheles,stephensi
A0A182YP16,30069,E,disorder_prediction,mobidb-lite,1496,1526,3735,Anopheles,stephensi
A0A182YQ42,30069,E,disorder_prediction,mobidb-lite,492,512,1002,Anopheles,stephensi
A0A182YRI9,30069,E,Phosphatidyl serine synthase,PF03034,111,385,454,Anopheles,stephensi
A0A182YS18,30069,E,TFIIH subunit Tfb4/p34,PF03850,8,128,128,Anopheles,stephensi
A0A182YTK8,6526,E,PDZ domain,PF13180,347,438,445,Biomphalaria,glabrata
A0A182YTW8,6526,E,Thioredoxin domain,PF00085,5,78,146,Biomphalaria,glabrata
A0A182YXM3,6526,E,Orange domain,PF07527,117,155,347,Biomphalaria,glabrata
A0A182Z865,6526,E,DOMON domain,PF03351,137,233,601,Biomphalaria,glabrata
A0A182ZEM6,6526,E,Helicase C-terminal,PF00271,316,424,463,Biomphalaria,glabrata
A0A182ZRA4,6526,E,Zinc finger nuclear hormone receptor-type,PF00105,82,105,1126,Biomphalaria,glabrata
A0A182ZRZ7,6526,E,disorder_prediction,mobidb-lite,439,617,617,Biomphalaria,glabrata
A0A182ZXB1,6526,E,Ribosomal protein S27a,PF01599,40,79,91,Biomphalaria,glabrata
A0A183A1D8,27848,E,Serine aminopeptidase S33,PF12146,11,83,85,Echinostoma,caproni
A0A183A8X2,27848,E,Pyridoxal phosphate-dependent decarboxylase,PF00282,16,151,202,Echinostoma,caproni
A0A183A959,27848,E,MORN motif,PF02493,100,110,332,Echinostoma,caproni
A0A183A9N0,27848,E,disorder_prediction,mobidb-lite,365,395,618,Echinostoma,caproni
A0A183AAS0,27848,E,disorder_prediction,mobidb-lite,873,941,941,Echinostoma,caproni
A0A183AEW8,27848,E,Zinc finger RING-type,PF13639,1155,1197,1211,Echinostoma,caproni
A0A183AFF4,27848,E,disorder_prediction,mobidb-lite,456,475,993,Echinostoma,caproni
A0A183AK89,27848,E,Piwi domain,PF02171,2,134,152,Echinostoma,caproni
A0A183ANU9,27848,E,MORN motif,PF02493,104,124,188,Echinostoma,caproni
A0A183AT05,27848,E,Zinc finger TRAF-type,PF02176,56,115,326,Echinostoma,caproni
A0A183AX44,27848,E,Alpha-D-phosphohexomutase alpha/beta/alpha domain I,PF02878,26,81,480,Echinostoma,caproni
A0A183AZU2,27848,E,disorder_prediction,mobidb-lite,73,126,278,Echinostoma,caproni
A0A183BX04,36090,E,disorder_prediction,mobidb-lite,436,473,502,Globodera,pallida
A0A183BX06,36090,E,disorder_prediction,mobidb-lite,122,168,188,Globodera,pallida
A0A183C4J1,36090,E,Armadillo,PF00514,202,228,238,Globodera,pallida
A0A183CLP0,36090,E,Snf7 family,PF03357,20,185,216,Globodera,pallida
A0A183CS52,36090,E,Molybdate-anion transporter,PF05631,2,49,51,Globodera,pallida
A0A183D3Z8,637853,E,Immunoglobulin I-set,PF07679,21,93,310,Gongylonema,pulchrum
A0A183D6K7,637853,E,G protein-coupled receptor rhodopsin-like,PF00001,6,85,93,Gongylonema,pulchrum
A0A183DJI4,637853,E,AMOP domain,PF03782,113,164,171,Gongylonema,pulchrum
A0A183DR43,637853,E,Uncharacterized protein OS=Gongylonema pulchrum PE=4 SV=1,CoiledCoil,321,342,470,Gongylonema,pulchrum
A0A183E334,637853,E,Domain of unknown function DUF1747,PF08512,54,141,423,Gongylonema,pulchrum
A0A183E4X8,637853,E,DnaJ domain,PF00226,4,40,161,Gongylonema,pulchrum
A0A183E8S8,637853,E,Small integral membrane protein 15,PF15086,8,54,82,Gongylonema,pulchrum
A0A183EGM6,637853,E,CAP domain,PF00188,37,107,126,Gongylonema,pulchrum
A0A183EPU7,637853,E,Small GTPase superfamily,PF00071,28,89,167,Gongylonema,pulchrum
A0A183EU91,637853,E,Major facilitator  sugar transporter-like,PF00083,42,145,169,Gongylonema,pulchrum
A0A183EVP1,637853,E,HECT domain,PF00632,1,129,130,Gongylonema,pulchrum
A0A183H0N7,387005,E,disorder_prediction,mobidb-lite,680,708,1164,Onchocerca,flexuosa
A0A183H3P3,387005,E,Alpha carbonic anhydrase,PF00194,25,311,317,Onchocerca,flexuosa
A0A183H3S3,387005,E,Collagen triple helix repeat,PF01391,152,210,230,Onchocerca,flexuosa
A0A183H8E5,387005,E,disorder_prediction,mobidb-lite,16,36,160,Onchocerca,flexuosa
A0A183HGM2,387005,E,Mediator of RNA polymerase II transcription subunit 15,PF09606,14,78,236,Onchocerca,flexuosa
A0A183ICN9,241478,E,disorder_prediction,mobidb-lite,1,58,728,Soboliphyme,baturini
A0A183IDG9,241478,E,SLC12A transporter C-terminal,PF03522,800,865,941,Soboliphyme,baturini
A0A183IGN3,241478,E,disorder_prediction,mobidb-lite,488,532,612,Soboliphyme,baturini
A0A183IV17,241478,E,Chromatid cohesion factor MAU2,PF10345,11,149,173,Soboliphyme,baturini
A0A183IWI6,241478,E,SEA domain,PF01390,728,791,836,Soboliphyme,baturini
A0A183IXE8,241478,E,Methyltransferase small domain,PF05175,19,111,191,Soboliphyme,baturini
A0A183JBT7,6186,E,TIP49 C-terminal,PF06068,1,289,311,Schistosoma,curassoni
A0A183JWG7,6186,E,Isochorismatase-like,PF00857,9,142,149,Schistosoma,curassoni
A0A183K393,6186,E,Formin FH3 domain,PF06367,261,390,433,Schistosoma,curassoni
A0A183K7W6,6186,E,disorder_prediction,mobidb-lite,1611,1714,1810,Schistosoma,curassoni
A0A183KSY4,6186,E,Snf7 family,PF03357,15,76,114,Schistosoma,curassoni
A0A183KWH8,6186,E,Uncharacterized protein OS=Schistosoma curassoni PE=4 SV=1,CoiledCoil,283,304,368,Schistosoma,curassoni
A0A183L8X8,48269,E,G protein-coupled receptor rhodopsin-like,PF00001,98,333,433,Schistosoma,margrebowiei
A0A183L8Z6,48269,E,disorder_prediction,mobidb-lite,1,28,832,Schistosoma,margrebowiei
A0A183LIY1,48269,E,Plexin repeat,PF01437,362,422,903,Schistosoma,margrebowiei
A0A183LRS3,48269,E,Ribosomal protein S8e/ribosomal biogenesis NSA2,PF01201,39,193,194,Schistosoma,margrebowiei
A0A183M5S1,48269,E,Solute carrier family 3 member 2 N-terminal domain,PF16028,65,136,529,Schistosoma,margrebowiei
A0A183MNB8,48269,E,Proprotein convertase P,PF01483,530,618,656,Schistosoma,margrebowiei
A0A183MNN3,48269,E,Dynein heavy chain coiled coil stalk,PF12777,1044,1280,2294,Schistosoma,margrebowiei
A0A183MQH9,48269,E,Bromodomain,PF00439,621,689,1931,Schistosoma,margrebowiei
A0A183MSB5,48269,E,disorder_prediction,mobidb-lite,1112,1134,1241,Schistosoma,margrebowiei
A0A183ND35,31246,E,disorder_prediction,mobidb-lite,73,103,217,Schistosoma,mattheei
A0A183ND45,31246,E,disorder_prediction,mobidb-lite,783,839,860,Schistosoma,mattheei
A0A183NGN5,31246,E,MATH/TRAF domain,PF00917,5,103,135,Schistosoma,mattheei
A0A183NN30,31246,E,Transposase IS30-like HTH domain,PF13936,11,50,134,Schistosoma,mattheei
A0A183NSS2,31246,E,Dynein heavy chain domain-1,PF08385,180,616,698,Schistosoma,mattheei
A0A183NZD2,31246,E,Potassium channel domain,PF07885,15,52,291,Schistosoma,mattheei
A0A183P1S1,31246,E,Domain of unknown function DUF3668,PF12416,29,173,191,Schistosoma,mattheei
A0A183P4H4,31246,E,disorder_prediction,mobidb-lite,465,489,514,Schistosoma,mattheei
A0A183PEX6,31246,E,Glutathione S-transferase N-terminal,PF02798,1,56,198,Schistosoma,mattheei
A0A183PLD9,31246,E,Protein kinase domain,PF00069,3,45,183,Schistosoma,mattheei
A0A183PM42,31246,E,Transcriptional regulator TACO1-like,PF01709,133,247,251,Schistosoma,mattheei
A0A183QKN8,6188,E,Frizzled protein,PF01534,167,294,489,Schistosoma,rodhaini
A0A183QLU4,6188,E,disorder_prediction,mobidb-lite,491,519,519,Schistosoma,rodhaini
A0A183QS52,6188,E,disorder_prediction,mobidb-lite,193,243,243,Schistosoma,rodhaini
A0A183QSV2,6188,E,Peptidase M3A/M3B catalytic domain,PF01432,205,660,731,Schistosoma,rodhaini
A0A183QWJ4,6188,E,Uncharacterized protein OS=Schistosoma rodhaini PE=4 SV=1,LowComplexity,15,30,257,Schistosoma,rodhaini
A0A183RJ66,6188,E,Protein kinase domain,PF00069,19,129,226,Schistosoma,rodhaini
A0A183RPY0,6188,E,AMP-dependent synthetase/ligase,PF00501,26,268,283,Schistosoma,rodhaini
A0A183RVA9,6188,E,Basic leucine zipper domain Maf-type,PF03131,5,69,78,Schistosoma,rodhaini
A0A183T2G3,70667,E,disorder_prediction,mobidb-lite,190,423,1046,Schistocephalus,solidus
A0A183TZP5,6265,E,Integrase catalytic core,PF00665,454,548,548,Toxocara,canis
A0A183U2E8,6265,E,disorder_prediction,mobidb-lite,78,137,137,Toxocara,canis
A0A183U2R6,6265,E,G protein-coupled receptor rhodopsin-like,PF00001,2,198,231,Toxocara,canis
A0A183U4K0,6265,E,TFIIH subunit Tfb4/p34,PF03850,2,95,110,Toxocara,canis
A0A183ULM2,6265,E,Pleckstrin homology domain,PF00169,27,104,865,Toxocara,canis
A0A183ULU5,6265,E,Acetyl-CoA hydrolase/transferase C-terminal domain,PF13336,207,361,372,Toxocara,canis
A0A183UNL2,6265,E,AMOP domain,PF03782,719,895,1662,Toxocara,canis
A0A183UNU8,6265,E,Coiled-coil domain of unkwon function DUF2037,PF09762,28,205,620,Toxocara,canis
A0A183UPI4,6265,E,Collagen triple helix repeat,PF01391,1382,1439,1765,Toxocara,canis
A0A183UTC8,6265,E,disorder_prediction,mobidb-lite,765,815,1109,Toxocara,canis
A0A183UTY1,6265,E,Short-chain dehydrogenase/reductase SDR,PF00106,71,221,313,Toxocara,canis
A0A183UZG1,6265,E,Serpin domain,PF00079,180,337,342,Toxocara,canis
A0A183V4Q9,6265,E,Peptidase S54 rhomboid domain,PF01694,106,240,272,Toxocara,canis
A0A183V9A7,6265,E,disorder_prediction,mobidb-lite,30,62,560,Toxocara,canis
A0A183VBB5,6265,E,Uncharacterized protein OS=Toxocara canis PE=4 SV=1,LowComplexity,35,47,245,Toxocara,canis
A0A183VTC2,157069,E,Spectrin repeat,PF00435,194,298,1036,Trichobilharzia,regenti
A0A183W9H4,157069,E,disorder_prediction,mobidb-lite,621,648,791,Trichobilharzia,regenti
A0A183WI41,157069,E,disorder_prediction,mobidb-lite,157,178,386,Trichobilharzia,regenti
A0A183WLT9,157069,E,Bardet-Biedl syndrome 1 N-terminal,PF14779,25,199,200,Trichobilharzia,regenti
A0A183X373,157069,E,UDPGP family,PF01704,1,72,74,Trichobilharzia,regenti
A0A183XC85,6293,E,RNA recognition motif domain,PF00076,435,505,534,Wuchereria,bancrofti
A0A183XFR8,6293,E,TSC-22 / Dip / Bun,PF01166,67,121,134,Wuchereria,bancrofti
A0A183XJY5,6293,E,Conserved oligomeric Golgi complex subunit 3,PF04136,28,134,627,Wuchereria,bancrofti
A0A183XKZ1,6293,E,ESCRT-II complex vps25 subunit,PF05871,9,137,438,Wuchereria,bancrofti
A0A183XND8,6293,E,Autophagy-related protein 9,PF04109,124,473,721,Wuchereria,bancrofti
A0A183XTR1,6293,E,Cytochrome c/c1 haem-lyase,PF01265,8,250,276,Wuchereria,bancrofti
A0A183XVI1,6293,E,Glycosyltransferase family 92,PF01697,139,206,226,Wuchereria,bancrofti
A0A183XWB8,6293,E,disorder_prediction,mobidb-lite,146,166,443,Wuchereria,bancrofti
A0A183Y142,6293,E,F-box domain,PF00646,78,110,183,Wuchereria,bancrofti
A0A188QR78,5833,E,Duffy-antigen binding,PF05424,10,106,120,Plasmodium,falciparum
A0A190DE75,292158,E,Carbamoyl-phosphate synthetase large subunit-like ATP-binding domain,PF02786,219,319,319,Pseudomyrmex,filiformis
A0A190RVY7,1661355,E,Cytochrome b/b6 N-terminal,PF00033,23,208,383,Tyspanodes,striata
A0A191LJK5,4718,E,Ribosomal protein S8,PF00410,4,132,132,Nypa,fruticans
A0A191T5E5,33101,E,Ribosomal protein S12/S23,PF00164,11,123,123,Cosmarium,botrytis
A0A191T689,104537,E,Cytochrome c assembly protein,PF01578,69,315,321,Roya,obtusa
A0A191VNT6,688040,E,disorder_prediction,mobidb-lite,1,24,101,Couepia,caryophylloides
A0A191VWY5,692130,E,NADH:ubiquinone/plastoquinone oxidoreductase chain 3,PF00507,24,119,120,Neocarya,macrophylla
A0A191ZRT1,1859534,E,Cytochrome c oxidase subunit II-like C-terminal,PF00116,95,214,229,Nebria,sp. BMNH 1425256
A0A192A8T4,1545751,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,9,273,331,Eutropis,novemcarinata
A0A192AL57,1881751,E,Cytochrome c oxidase subunit I,PF00115,1,207,209,Cecidomyiidae,sp. BOLD-2016
A0A192ID85,1862640,E,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,PF00006,150,365,507,Erythroxylum,novogranatense
A0A192ZII6,1712417,E,4Fe-4S ferredoxin-type iron-sulphur binding domain,PF12838,169,221,608,Stygiella,incarcerata
A0A193B4M1,1074823,E,Cytochrome c oxidase subunit I,PF00115,3,179,180,Nearctaphis,bakeri
A0A193BF71,1863709,E,Cytochrome c oxidase subunit I,PF00115,1,178,178,Craspedolepta,sp. BOLD:AAF9329
A0A193D7Q3,173852,E,RNA polymerase alpha subunit C-terminal,PF03118,263,312,339,Urochloa,reptans
A0A193DKZ4,1881751,E,Cytochrome c oxidase subunit I,PF00115,2,186,186,Cecidomyiidae,sp. BOLD-2016
A0A193KVT4,36188,E,P-type trefoil domain,PF00088,56,91,417,Chionodraco,hamatus
A0A194PL14,66420,E,disorder_prediction,mobidb-lite,484,503,1384,Papilio,xuthus
A0A194PMU8,66420,E,Up-frameshift suppressor 2,PF04050,941,1058,1111,Papilio,xuthus
A0A194PVV7,66420,E,PH-BEACH domain,PF14844,1650,1747,2400,Papilio,xuthus
A0A194PWI1,66420,E,CUB domain,PF00431,216,335,1015,Papilio,xuthus
A0A194PX18,66420,E,disorder_prediction,mobidb-lite,147,180,1389,Papilio,xuthus
A0A194Q094,66420,E,Major facilitator  sugar transporter-like,PF00083,44,232,700,Papilio,xuthus
A0A194Q1V9,66420,E,disorder_prediction,mobidb-lite,292,323,323,Papilio,xuthus
A0A194Q1W8,66420,E,Alpha/beta hydrolase fold-1,PF00561,45,149,315,Papilio,xuthus
A0A194Q3Y1,66420,E,WD repeat SAM and U-box domain-containing protein 1 OS=Papilio xuthus GN=RR46_04693 PE=4 SV=1,CoiledCoil,795,816,931,Papilio,xuthus
A0A194Q769,66420,E,Tetratricopeptide repeat 1,PF00515,188,218,335,Papilio,xuthus
A0A194QEZ6,66420,E,K Homology domain type 1,PF00013,195,257,458,Papilio,xuthus
A0A194QGE1,66420,E,disorder_prediction,mobidb-lite,620,747,2795,Papilio,xuthus
A0A194QMC9,76193,E,A-kinase anchor protein 1 mitochondrial OS=Papilio machaon GN=RR48_14552 PE=4 SV=1,CoiledCoil,41,62,609,Papilio,machaon
A0A194QPF6,76193,E,Potassium voltage-gated channel protein Shab OS=Papilio machaon GN=RR48_07650 PE=4 SV=1,LowComplexity,39,60,382,Papilio,machaon
A0A194QUY2,76193,E,disorder_prediction,mobidb-lite,1452,1505,1856,Papilio,machaon
A0A194QXU7,76193,E,ATP synthase F0 complex subunit E mitochondrial,PF05680,8,76,104,Papilio,machaon
A0A194QZC3,76193,E,disorder_prediction,mobidb-lite,281,307,4460,Papilio,machaon
A0A194R7H8,76193,E,Exocyst complex component 2 OS=Papilio machaon GN=RR48_10967 PE=4 SV=1,LowComplexity,482,497,884,Papilio,machaon
A0A194R8W2,76193,E,disorder_prediction,mobidb-lite,568,662,2884,Papilio,machaon
A0A194R987,76193,E,BTB/POZ domain,PF00651,2,77,270,Papilio,machaon
A0A194REY4,76193,E,Zinc finger RNA-binding protein OS=Papilio machaon GN=RR48_13562 PE=4 SV=1,LowComplexity,63,78,1083,Papilio,machaon
A0A194RJH0,76193,E,Ubiquitin domain,PF14560,97,149,302,Papilio,machaon
A0A194RM94,76193,E,Clathrin/coatomer adaptor adaptin-like N-terminal,PF01602,24,488,848,Papilio,machaon
A0A194RUK6,76193,E,Ionotropic glutamate receptor,PF00060,605,874,946,Papilio,machaon
A0A194VI67,105487,E,Vacuolar segregation protein PEP7 OS=Valsa mali GN=VM1G_10323 PE=4 SV=1,CoiledCoil,286,307,686,Valsa,mali
A0A194VUL1,105487,E,Oxidase ustYa,PF11807,39,240,268,Valsa,mali
A0A194VUL5,105487,E,FAD/NAD(P)-binding domain,PF12831,418,469,840,Valsa,mali
A0A194W2G1,105487,E,disorder_prediction,mobidb-lite,224,386,716,Valsa,mali
A0A194WA83,105487,E,Major facilitator superfamily,PF07690,512,696,757,Valsa,mali
A0A194WA83,105487,E,disorder_prediction,mobidb-lite,350,504,757,Valsa,mali
A0A194WAL2,105487,E,disorder_prediction,mobidb-lite,1,160,1263,Valsa,mali
A0A194WAV1,105487,E,PIK-related kinase FAT,PF02259,1558,1695,1698,Valsa,mali
A0A194WBP3,105487,E,F-box domain,PF12937,21,64,255,Valsa,mali
A0A194WT82,149040,E,Fungal transcription factor,PF11951,116,229,575,Phialocephala,scopiformis
A0A194X7P5,149040,E,Major facilitator superfamily,PF07690,101,442,491,Phialocephala,scopiformis
A0A194XAP7,149040,E,BTB/POZ domain,PF00651,41,135,212,Phialocephala,scopiformis
A0A194XFL8,149040,E,Cullin N-terminal,PF00888,31,733,839,Phialocephala,scopiformis
A0A194XG25,149040,E,disorder_prediction,mobidb-lite,99,125,125,Phialocephala,scopiformis
A0A194XWD7,149040,E,Anthranilate synthase component I N-terminal,PF04715,7,64,405,Phialocephala,scopiformis
A0A194YIE1,4558,E,disorder_prediction,mobidb-lite,2732,2754,4024,Sorghum,bicolor
A0A194YJK6,4558,E,Pentatricopeptide repeat,PF01535,84,109,650,Sorghum,bicolor
A0A195AV26,520822,E,disorder_prediction,mobidb-lite,714,740,756,Atta,colombica
A0A195AZD9,520822,E,MCM N-terminal domain,PF14551,201,303,902,Atta,colombica
A0A195B1U9,520822,E,Cornichon,PF03311,3,110,131,Atta,colombica
A0A195BAA8,520822,E,Ankyrin repeat-containing domain,PF12796,47,142,345,Atta,colombica
A0A195BBB2,520822,E,disorder_prediction,mobidb-lite,1037,1058,1083,Atta,colombica
A0A195BJQ9,520822,E,Fibronectin type III,PF00041,1436,1513,1973,Atta,colombica
A0A195BK76,520822,E,disorder_prediction,mobidb-lite,246,268,1036,Atta,colombica
A0A195BLJ4,520822,E,Glycoside hydrolase family 18 catalytic domain,PF00704,69,323,1899,Atta,colombica
A0A195C0I1,456900,E,WD40 repeat,PF00400,146,171,387,Cyphomyrmex,costatus
A0A195C5T5,456900,E,Antistasin-like domain,PF02822,304,329,1221,Cyphomyrmex,costatus
A0A195CSH1,456900,E,SLC12A transporter C-terminal,PF03522,705,923,923,Cyphomyrmex,costatus
A0A195CWC8,456900,E,Leucine-rich repeat,PF13855,190,249,940,Cyphomyrmex,costatus
A0A195CXE2,456900,E,Apolipoprotein A/E,PF01442,4765,4951,5935,Cyphomyrmex,costatus
A0A195D4V4,456900,E,disorder_prediction,mobidb-lite,2505,2570,2570,Cyphomyrmex,costatus
A0A195D8Q5,471704,E,Dedicator of cytokinesis C-terminal,PF06920,1198,1706,2033,Trachymyrmex,cornetzi
